first_name,last_name,age,email,country,postal_code,favorite_color,frequency_of_visits,favorite_menu_item,employment_status,Gender,Is Male,Above 30,Below 30
Ange,Smoughton,79,asmoughtoncw@tamu.edu,United States,28299,red,5.4,McNuggets,Part-time,Female,0,1,0
Donny,Odo,37,dodocx@ftc.gov,China,,red,0.2,Big Mac,Retired,Male,1,1,0
Desi,Clowsley,32,dclowsleycy@constantcontact.com,China,,red,3.3,Big Mac,Retired,Male,1,1,0
Colman,Wooldridge,32,cwooldridgecz@theguardian.com,Uruguay,,red,3.0,Big Mac,Student,Male,1,1,0
Conni,Loan,52,cloand0@uol.com.br,Russia,141032,red,1.9,McNuggets,Retired,Female,0,1,0
Clo,Stronghill,59,cstronghilld1@alexa.com,China,,blue,6.7,Quarter Pounder,Retired,Female,0,1,0
Emelia,Frickey,30,efrickeyd2@vkontakte.ru,China,,red,5.7,Big Mac,Retired,Female,0,1,1
Quincy,Thecham,76,qthechamd3@alibaba.com,Indonesia,,blue,0.6,McNuggets,Student,Male,1,1,0
Bartholomeus,Playle,24,bplayled4@baidu.com,Brazil,65900-000,blue,1.4,McNuggets,Student,Male,1,0,1
Di,Muddiman,80,dmuddimand5@imgur.com,Indonesia,,blue,0.7,McNuggets,Part-time,Female,0,1,0
Suellen,Nasi,29,snasid6@alexa.com,Jamaica,,blue,1.3,Quarter Pounder,Full-time,Female,0,0,1
Boothe,Dutteridge,25,bdutteridged7@umn.edu,United States,19141,green,4.7,McNuggets,Part-time,Male,1,0,1
Jerrilee,Ciccottini,61,jciccottinid8@hc360.com,China,,green,2.8,McNuggets,Student,Female,0,1,0
Hermione,Horlick,85,hhorlickd9@patch.com,Gambia,,red,4.5,Big Mac,Full-time,Female,0,1,0
Katharine,McClinton,58,kmcclintonda@nps.gov,Chile,,blue,3.9,McNuggets,Part-time,Female,0,1,0
Analiese,Girardengo,65,agirardengodb@miibeian.gov.cn,Portugal,4715-477,green,2.4,Big Mac,Student,Female,0,1,0
Ronnie,Maro,69,rmarodc@forbes.com,Belarus,,blue,0.2,Quarter Pounder,Student,Female,0,1,0
Genevra,L'Amie,34,glamiedd@etsy.com,Russia,461149,blue,4.6,Quarter Pounder,Part-time,Female,0,1,0
Blaine,Strowlger,58,bstrowlgerde@fda.gov,Indonesia,,green,1.6,McNuggets,Part-time,Male,1,1,0
Rosa,Menat,77,rmenatdf@shop-pro.jp,Russia,445550,blue,5.2,McNuggets,Part-time,Female,0,1,0
Rhiamon,Buggs,29,rbuggsdg@springer.com,Argentina,5212,green,0.3,Big Mac,Student,Female,0,0,1
Ariela,Stobo,48,astobodh@joomla.org,Russia,161250,red,3.9,McNuggets,Part-time,Female,0,1,0
Percival,Postlewhite,35,ppostlewhitedi@networksolutions.com,Pakistan,69091,blue,0.7,Quarter Pounder,Retired,Male,1,1,0
Hersh,Seedhouse,76,hseedhousedj@vinaora.com,Vietnam,,red,3.8,Big Mac,Student,Male,1,1,0
Dona,Hainge,36,dhaingedk@chicagotribune.com,Kenya,,blue,3.5,McNuggets,Full-time,Female,0,1,0
Gaelan,Binns,39,gbinnsdl@instagram.com,Poland,34-382,red,0.2,Big Mac,Part-time,Male,1,1,0
Bess,Tassel,29,btasseldm@who.int,China,,green,0.5,Quarter Pounder,Part-time,Female,0,0,1
Leonerd,Agiolfinger,64,lagiolfingerdn@macromedia.com,Japan,769-0228,green,6.6,McNuggets,Student,Male,1,1,0
Alaine,Linden,23,alindendo@i2i.jp,Ukraine,,red,4.8,Quarter Pounder,Student,Female,0,0,1
Cchaddie,Aitcheson,57,caitchesondp@npr.org,Brazil,78390-000,green,6.3,McNuggets,Retired,Male,1,1,0
Mallorie,Gjerde,70,mgjerdedq@bizjournals.com,Indonesia,,green,6.7,Big Mac,Full-time,Female,0,1,0
Maryann,Luckman,61,mluckmandr@amazon.co.uk,Mexico,29601,red,3.3,Quarter Pounder,Part-time,Female,0,1,0
Simon,Champley,76,schampleyds@pcworld.com,China,,green,2.4,McNuggets,Retired,Male,1,1,0
Adelbert,Hanney,42,ahanneydt@princeton.edu,Rwanda,,blue,6.1,Quarter Pounder,Student,Male,1,1,0
Crosby,Tefft,39,ctefftdu@hubpages.com,Philippines,1807,red,5.8,McNuggets,Retired,Male,1,1,0
Selby,Gorges,27,sgorgesdv@eventbrite.com,China,,blue,6.4,Big Mac,Full-time,Male,1,0,1
Con,Stollery,85,cstollerydw@theatlantic.com,Brazil,32900-000,green,0.6,Big Mac,Part-time,Female,0,1,0
Merrill,Venneur,84,mvenneurdx@dot.gov,Canada,C1B,green,5.8,McNuggets,Part-time,Female,0,1,0
Rocky,Caswall,26,rcaswalldy@cpanel.net,Indonesia,,blue,3.7,Quarter Pounder,Retired,Male,1,0,1
Ileana,Backshaw,46,ibackshawdz@time.com,Portugal,5460-304,red,2.4,Big Mac,Retired,Female,0,1,0
Daryle,Cockshtt,59,dcockshtte0@diigo.com,China,,green,5.0,Quarter Pounder,Student,Male,1,1,0
Dorise,Cruse,75,dcrusee1@multiply.com,Indonesia,,red,5.4,Big Mac,Retired,Female,0,1,0
Rosene,Boydell,72,rboydelle2@bing.com,Poland,43-354,blue,2.8,Quarter Pounder,Full-time,Female,0,1,0
Marylynne,Vaudrey,43,mvaudreye3@jalbum.net,Brazil,18290-000,green,5.6,Big Mac,Full-time,Female,0,1,0
Bebe,Kleine,20,bkleinee4@japanpost.jp,Bosnia and Herzegovina,,blue,6.2,McNuggets,Student,Female,0,0,1
Dunstan,Kinch,19,dkinche5@diigo.com,Peru,,blue,5.3,Quarter Pounder,Student,Male,1,0,1
Peirce,Stuttard,43,pstuttarde6@blinklist.com,China,,blue,5.0,McNuggets,Student,Male,1,1,0
Weylin,MacNeish,36,wmacneishe7@independent.co.uk,China,,blue,6.6,Quarter Pounder,Retired,Male,1,1,0
Johnny,Macy,61,jmacye8@youku.com,Uruguay,,red,0.8,Quarter Pounder,Part-time,Male,1,1,0
Belia,Liddell,45,bliddelle9@infoseek.co.jp,Albania,,red,2.1,Quarter Pounder,Full-time,Female,0,1,0
Madeleine,Kapelhof,23,mkapelhofea@businessweek.com,Brazil,89275-000,red,1.6,Big Mac,Full-time,Female,0,0,1
Corabel,Northgraves,25,cnorthgraveseb@shutterfly.com,Colombia,910008,blue,2.8,McNuggets,Full-time,Female,0,0,1
Llywellyn,Redbourn,39,lredbournec@china.com.cn,Poland,87-220,green,5.2,Big Mac,Full-time,Male,1,1,0
Melanie,Maysor,66,mmaysored@myspace.com,Egypt,,red,4.1,Quarter Pounder,Student,Female,0,1,0
Doroteya,Spaight,81,dspaightee@google.nl,France,59304 CEDEX,red,6.4,Quarter Pounder,Student,Female,0,1,0
Osborn,Lenz,22,olenzef@oaic.gov.au,Indonesia,,green,1.9,Big Mac,Full-time,Male,1,0,1
Tootsie,Janzen,49,tjanzeneg@netlog.com,Brazil,88750-000,red,0.4,Quarter Pounder,Part-time,Female,0,1,0
Hazlett,Halesworth,24,hhaleswortheh@nature.com,Poland,32-020,blue,6.1,Big Mac,Student,Male,1,0,1
Jordan,Christopher,41,jchristopherei@360.cn,Burkina Faso,,blue,6.7,Big Mac,Full-time,Female,0,1,0
Robbin,Sutherden,48,rsutherdenej@fema.gov,Philippines,8702,blue,6.5,Quarter Pounder,Full-time,Female,0,1,0
Sharon,Corzon,44,scorzonek@virginia.edu,Poland,34-360,green,6.6,Quarter Pounder,Retired,Female,0,1,0
Pierre,Beran,51,pberanel@networksolutions.com,Namibia,,blue,3.9,McNuggets,Full-time,Male,1,1,0
Veriee,Sager,72,vsagerem@upenn.edu,Angola,,red,0.6,Quarter Pounder,Student,Female,0,1,0
Brucie,Tax,26,btaxen@engadget.com,Pakistan,26241,green,1.8,McNuggets,Part-time,Male,1,0,1
Kile,Keoghane,59,kkeoghaneeo@gov.uk,Indonesia,,green,6.5,Big Mac,Full-time,Male,1,1,0
Hewie,Grund,77,hgrundep@mail.ru,China,,green,4.2,McNuggets,Full-time,Male,1,1,0
Cass,Ollington,43,collingtoneq@furl.net,Indonesia,,red,6.9,Quarter Pounder,Retired,Male,1,1,0
Elbert,Spires,85,espireser@skype.com,Uganda,,red,2.8,Big Mac,Full-time,Male,1,1,0
Cordelie,Adam,30,cadames@blogger.com,Portugal,4705-029,red,1.1,Big Mac,Part-time,Female,0,1,1
Gwyneth,Davers,28,gdaverset@naver.com,China,,green,3.8,Quarter Pounder,Retired,Female,0,0,1
Hasheem,Griffen,26,hgriffeneu@umich.edu,Yemen,,red,0.2,Quarter Pounder,Part-time,Male,1,0,1
Timmie,Oades,28,toadesev@gizmodo.com,Portugal,4620-091,green,5.6,Big Mac,Student,Male,1,0,1
Benny,Belcham,19,bbelchamew@hp.com,Sweden,149 43,blue,1.6,Quarter Pounder,Full-time,Female,0,0,1
Isidor,Burgett,34,iburgettex@google.co.uk,Macedonia,7512,green,0.8,Quarter Pounder,Student,Male,1,1,0
Brendis,Phlippsen,60,bphlippseney@pinterest.com,China,,green,1.9,Quarter Pounder,Student,Male,1,1,0
Chloe,Galey,85,cgaleyez@naver.com,Mongolia,,green,2.1,Quarter Pounder,Part-time,Female,0,1,0
Taylor,Waberer,44,twabererf0@unesco.org,Sweden,661 31,blue,3.3,Quarter Pounder,Part-time,Male,1,1,0
Farrel,Boarer,69,fboarerf1@ucla.edu,Philippines,5012,green,1.0,Quarter Pounder,Part-time,Male,1,1,0
Esra,Saura,76,esauraf2@mozilla.org,Japan,473-0938,blue,2.9,Big Mac,Student,Male,1,1,0
Malvina,Rany,31,mranyf3@google.nl,Poland,46-233,blue,1.3,McNuggets,Part-time,Female,0,1,0
Regen,Bartoloma,21,rbartolomaf4@seattletimes.com,China,,red,0.2,Big Mac,Part-time,Male,1,0,1
Salome,Cowley,44,scowleyf5@amazon.co.uk,Sweden,593 30,green,4.6,Quarter Pounder,Part-time,Female,0,1,0
Ana,Gages,65,agagesf6@pbs.org,Poland,32-064,red,4.8,Quarter Pounder,Retired,Female,0,1,0
Shelley,Flode,25,sflodef7@edublogs.org,Indonesia,,blue,0.6,McNuggets,Full-time,Female,0,0,1
Dom,Burgon,61,dburgonf8@myspace.com,Senegal,,green,5.7,McNuggets,Student,Male,1,1,0
Sadye,Fenich,42,sfenichf9@ocn.ne.jp,China,,red,2.0,McNuggets,Full-time,Female,0,1,0
Consuelo,Salvatore,55,csalvatorefa@homestead.com,Indonesia,,green,3.1,Quarter Pounder,Full-time,Female,0,1,0
Wait,Szanto,76,wszantofb@thetimes.co.uk,Israel,,blue,6.1,Big Mac,Full-time,Male,1,1,0
Chrysler,Quinane,41,cquinanefc@paginegialle.it,Georgia,,red,1.1,McNuggets,Retired,Female,0,1,0
Stan,Newick,21,snewickfd@eepurl.com,Ireland,F93,green,5.4,Quarter Pounder,Retired,Male,1,0,1
Shepard,Buie,61,sbuiefe@mapy.cz,China,,green,6.0,Quarter Pounder,Part-time,Male,1,1,0
Katee,Kagan,38,kkaganff@github.com,Philippines,2501,red,4.0,Big Mac,Full-time,Female,0,1,0
Lidia,Kulicke,24,lkulickefg@tamu.edu,Spain,28055,green,4.9,Quarter Pounder,Full-time,Female,0,0,1
Norby,Durtnel,40,ndurtnelfh@facebook.com,Colombia,503068,blue,0.7,McNuggets,Full-time,Male,1,1,0
Amery,Henze,43,ahenzefi@apple.com,Indonesia,,blue,4.1,Big Mac,Student,Male,1,1,0
Redd,Poluzzi,76,rpoluzzifj@cbc.ca,Philippines,8509,red,0.5,Big Mac,Full-time,Male,1,1,0
Bart,Youd,82,byoudfk@newyorker.com,Indonesia,,blue,4.1,Big Mac,Student,Male,1,1,0
Yance,Llewellyn,24,yllewellynfl@bbc.co.uk,Portugal,3025-610,green,2.4,Big Mac,Student,Male,1,0,1
Fitz,Baud,18,fbaudfm@pagesperso-orange.fr,China,,red,6.0,Big Mac,Part-time,Male,1,0,1
Gilli,Tallis,59,gtallisfn@i2i.jp,Colombia,472028,blue,1.3,Big Mac,Student,Female,0,1,0
Atlanta,Wimes,18,awimesfo@vinaora.com,Philippines,1773,red,4.1,McNuggets,Part-time,Female,0,0,1
Esme,Growcock,63,egrowcockfp@netvibes.com,China,,blue,4.1,McNuggets,Full-time,Female,0,1,0
Heather,Christoffe,52,hchristoffefq@ifeng.com,France,39605 CEDEX,blue,5.5,Big Mac,Part-time,Female,0,1,0
Luisa,Ricardin,65,lricardinfr@live.com,Portugal,4620-031,red,1.9,McNuggets,Part-time,Female,0,1,0
Adela,Fairy,60,afairyfs@123-reg.co.uk,Liberia,,green,3.7,Quarter Pounder,Retired,Female,0,1,0
Keith,Mertgen,79,kmertgenft@hexun.com,Paraguay,,green,0.6,Big Mac,Part-time,Male,1,1,0
Nealon,Canty,42,ncantyfu@mlb.com,Kenya,,green,2.3,McNuggets,Student,Male,1,1,0
Ynes,Chadwin,81,ychadwinfv@nih.gov,Russia,353827,blue,6.0,McNuggets,Student,Female,0,1,0
Bart,Dhillon,34,bdhillonfw@sohu.com,Greece,,green,5.8,Quarter Pounder,Student,Male,1,1,0
Alley,Shillabeare,71,ashillabearefx@cornell.edu,France,91199 CEDEX,blue,0.8,Big Mac,Retired,Male,1,1,0
Randee,Dymoke,71,rdymokefy@globo.com,China,,green,0.4,McNuggets,Student,Female,0,1,0
Brooks,Kupisz,58,bkupiszfz@mozilla.com,Nigeria,,blue,6.4,McNuggets,Retired,Female,0,1,0
Barret,Stavers,76,bstaversg0@foxnews.com,China,,blue,0.5,Quarter Pounder,Part-time,Male,1,1,0
Ewart,Scading,81,escadingg1@psu.edu,China,,blue,1.8,Quarter Pounder,Part-time,Male,1,1,0
Filippa,Humby,47,fhumbyg2@privacy.gov.au,South Africa,9913,red,5.9,Quarter Pounder,Student,Female,0,1,0
Ailee,Legon,32,alegong3@shinystat.com,Russia,624320,green,3.0,McNuggets,Retired,Female,0,1,0
Krystle,Lyste,38,klysteg4@slideshare.net,Russia,622937,blue,0.2,McNuggets,Student,Female,0,1,0
Nikos,Blunkett,25,nblunkettg5@ucla.edu,Japan,969-1661,blue,5.7,Quarter Pounder,Full-time,Male,1,0,1
Noel,Tofano,34,ntofanog6@chicagotribune.com,Indonesia,,red,4.7,Quarter Pounder,Full-time,Female,0,1,0
Meier,Van Dalen,68,mvandaleng7@hao123.com,Colombia,252837,green,2.6,Big Mac,Full-time,Male,1,1,0
Jordan,Finneran,67,jfinnerang8@youtube.com,Argentina,3530,red,6.3,Big Mac,Part-time,Male,1,1,0
Phineas,Atkins,82,patkinsg9@unesco.org,Chile,,red,5.4,Quarter Pounder,Part-time,Male,1,1,0
Ramsey,Rassell,67,rrassellga@oracle.com,Palestinian Territory,,green,2.1,Big Mac,Part-time,Male,1,1,0
Duke,Gaffer,84,dgaffergb@elpais.com,China,,green,2.7,Quarter Pounder,Student,Male,1,1,0
Kalvin,Piletic,43,kpileticgc@bluehost.com,Greece,,blue,3.9,Quarter Pounder,Part-time,Male,1,1,0
Marcelline,MacLeod,27,mmacleodgd@webs.com,Poland,16-101,blue,3.5,McNuggets,Full-time,Female,0,0,1
Elisabeth,Brenard,31,ebrenardge@ucla.edu,Cyprus,,green,2.5,Big Mac,Student,Female,0,1,0
Marcella,Joblin,82,mjoblingf@toplist.cz,Finland,61301,blue,4.7,Big Mac,Part-time,Female,0,1,0
Mariska,Le Pruvost,20,mlepruvostgg@google.com,Sweden,105 32,red,0.6,Quarter Pounder,Part-time,Female,0,0,1
Craggie,Pouck,41,cpouckgh@twitpic.com,Thailand,44150,green,5.7,Quarter Pounder,Part-time,Male,1,1,0
Ellette,Bodicam,69,ebodicamgi@feedburner.com,Peru,,red,4.1,McNuggets,Full-time,Female,0,1,0
Alejandro,Dockree,58,adockreegj@boston.com,Sudan,,red,6.1,Quarter Pounder,Part-time,Male,1,1,0
Deanne,Goulbourne,83,dgoulbournegk@google.de,Tajikistan,,blue,0.7,McNuggets,Student,Female,0,1,0
Thorin,Swepson,53,tswepsongl@oracle.com,France,94659 CEDEX 1,green,1.0,Quarter Pounder,Student,Male,1,1,0
Moreen,Garlick,21,mgarlickgm@walmart.com,Russia,180559,blue,4.5,Big Mac,Full-time,Female,0,0,1
Kermy,Downgate,23,kdowngategn@hubpages.com,Ukraine,,red,2.7,Big Mac,Retired,Male,1,0,1
Eddy,Dreinan,65,edreinango@yahoo.co.jp,Jamaica,,blue,0.5,McNuggets,Full-time,Male,1,1,0
Oby,Pentycross,69,opentycrossgp@pen.io,Iran,,red,4.5,Quarter Pounder,Student,Male,1,1,0
Ali,Plastow,63,aplastowgq@cloudflare.com,Sweden,418 77,red,5.5,McNuggets,Full-time,Female,0,1,0
Ardenia,Dran,67,adrangr@weebly.com,Russia,141901,blue,3.7,Big Mac,Full-time,Female,0,1,0
Meredith,Spurge,67,mspurgegs@bigcartel.com,Indonesia,,green,1.0,Big Mac,Student,Male,1,1,0
Jamey,Hestrop,78,jhestropgt@ihg.com,China,,green,0.9,Big Mac,Full-time,Male,1,1,0
Dorree,Deveraux,63,ddeverauxgu@addtoany.com,Serbia,,green,0.9,McNuggets,Student,Female,0,1,0
Callean,Tabard,66,ctabardgv@telegraph.co.uk,Belarus,,blue,5.7,Big Mac,Retired,Male,1,1,0
Elizabeth,Lively,69,elivelygw@ow.ly,El Salvador,,green,0.9,Big Mac,Full-time,Female,0,1,0
Sherm,Szymanowski,81,sszymanowskigx@cisco.com,Indonesia,,green,4.8,Quarter Pounder,Full-time,Male,1,1,0
Almeda,Scawn,63,ascawngy@digg.com,Sweden,142 82,green,3.5,McNuggets,Part-time,Female,0,1,0
Van,Burgoyne,61,vburgoynegz@chronoengine.com,Russia,399088,green,0.3,McNuggets,Full-time,Female,0,1,0
Eddie,Madre,23,emadreh0@forbes.com,China,,red,4.9,Quarter Pounder,Full-time,Female,0,0,1
Neill,Sinderland,52,nsinderlandh1@blogtalkradio.com,Indonesia,,blue,5.9,McNuggets,Retired,Male,1,1,0
Geralda,Franzonello,68,gfranzonelloh2@nymag.com,Japan,999-6732,green,4.9,Quarter Pounder,Part-time,Female,0,1,0
Gwenore,Brahm,69,gbrahmh3@weather.com,South Africa,0960,blue,4.3,McNuggets,Student,Female,0,1,0
Dal,Mitchelhill,24,dmitchelhillh4@tumblr.com,Argentina,2500,green,2.7,Quarter Pounder,Retired,Male,1,0,1
Glenden,Espinha,18,gespinhah5@dropbox.com,China,,green,4.4,Quarter Pounder,Student,Male,1,0,1
Olly,Castagne,47,ocastagneh6@tmall.com,Russia,427168,blue,4.9,Big Mac,Part-time,Female,0,1,0
Dyane,Voyce,85,dvoyceh7@github.com,Peru,,green,5.5,Big Mac,Student,Female,0,1,0
Burgess,Lissemore,47,blissemoreh8@ifeng.com,Argentina,4142,red,5.4,Big Mac,Student,Male,1,1,0
Harriett,Scanlan,73,hscanlanh9@elegantthemes.com,Finland,07800,blue,2.9,McNuggets,Retired,Female,0,1,0
Peter,Margerison,21,pmargerisonha@unicef.org,Peru,,green,3.5,Quarter Pounder,Retired,Male,1,0,1
Aeriell,Dominguez,61,adominguezhb@mayoclinic.com,China,,blue,6.0,Quarter Pounder,Retired,Female,0,1,0
Giacinta,Jezzard,83,gjezzardhc@nydailynews.com,Tanzania,,red,3.1,McNuggets,Part-time,Female,0,1,0
Caron,Janczak,73,cjanczakhd@canalblog.com,Philippines,6214,red,3.6,Big Mac,Retired,Female,0,1,0
Irvin,Giannini,27,igianninihe@cbc.ca,Brazil,87390-000,green,5.6,McNuggets,Part-time,Male,1,0,1
Shaughn,Chataignier,59,schataignierhf@posterous.com,Indonesia,,blue,6.6,Quarter Pounder,Student,Male,1,1,0
Charis,Crosfield,71,ccrosfieldhg@symantec.com,China,,red,2.7,Big Mac,Full-time,Female,0,1,0
Scotty,Ivanov,26,sivanovhh@blogtalkradio.com,Indonesia,,red,4.2,Big Mac,Student,Male,1,0,1
Meriel,Brien,38,mbrienhi@sakura.ne.jp,France,02104 CEDEX,blue,5.5,McNuggets,Student,Female,0,1,0
Pearline,Hamlington,64,phamlingtonhj@vimeo.com,Indonesia,,red,0.8,Big Mac,Student,Female,0,1,0
Brooke,Spawton,70,bspawtonhk@last.fm,Poland,36-072,blue,4.5,Quarter Pounder,Full-time,Male,1,1,0
Nataline,Wailes,50,nwaileshl@mac.com,Russia,352708,green,2.7,Big Mac,Student,Female,0,1,0
Sinclare,Tregunnah,24,stregunnahhm@mozilla.org,Japan,409-2522,blue,3.6,Quarter Pounder,Part-time,Male,1,0,1
Oneida,Thyng,80,othynghn@gizmodo.com,France,62036 CEDEX,red,2.2,Quarter Pounder,Student,Female,0,1,0
Dorita,Carrabott,63,dcarrabottho@wunderground.com,Canada,K1G,red,0.9,McNuggets,Student,Female,0,1,0
Cointon,VanBrugh,41,cvanbrughhp@google.it,Poland,65-980,red,4.0,Quarter Pounder,Part-time,Male,1,1,0
Hedvig,Varfolomeev,70,hvarfolomeevhq@shop-pro.jp,Philippines,6219,blue,2.7,Quarter Pounder,Student,Female,0,1,0
Wyatan,Rosser,44,wrosserhr@woothemes.com,Japan,509-0147,green,0.1,McNuggets,Part-time,Male,1,1,0
Lanie,Ingerith,81,lingerithhs@telegraph.co.uk,Bulgaria,7219,blue,6.3,McNuggets,Part-time,Female,0,1,0
Happy,Houndson,67,hhoundsonht@discuz.net,Philippines,5101,blue,5.7,McNuggets,Retired,Female,0,1,0
Gifford,Southerell,85,gsoutherellhu@home.pl,Indonesia,,green,2.4,Big Mac,Student,Male,1,1,0
Errick,Mc Andrew,26,emcandrewhv@moonfruit.com,Ireland,P56,blue,0.2,Quarter Pounder,Retired,Male,1,0,1
Doris,Mansour,18,dmansourhw@flavors.me,Colombia,175038,blue,2.9,McNuggets,Student,Female,0,0,1
Milzie,Lukacs,48,mlukacshx@discovery.com,Peru,,blue,6.5,Quarter Pounder,Retired,Female,0,1,0
Timmie,Gawthrope,69,tgawthropehy@discuz.net,Norway,5806,green,0.9,Big Mac,Full-time,Female,0,1,0
Davy,Stileman,30,dstilemanhz@dell.com,Poland,34-350,blue,0.9,McNuggets,Part-time,Male,1,1,1
Isabeau,Brok,31,ibroki0@trellian.com,Japan,999-7638,red,1.0,McNuggets,Student,Female,0,1,0
Samantha,McGraffin,70,smcgraffini1@a8.net,Afghanistan,,red,6.4,Quarter Pounder,Part-time,Female,0,1,0
Casey,Buncombe,72,cbuncombei2@ucsd.edu,Japan,597-0095,red,2.2,Big Mac,Full-time,Male,1,1,0
Karyl,Maccrea,83,kmaccreai3@ox.ac.uk,China,,red,4.0,Quarter Pounder,Full-time,Female,0,1,0
Finn,Kyles,85,fkylesi4@pcworld.com,United States,78682,red,0.9,McNuggets,Part-time,Male,1,1,0
Carlo,Piff,44,cpiffi5@nyu.edu,Bulgaria,2889,blue,3.8,Quarter Pounder,Retired,Male,1,1,0
Jonathan,Tamas,30,jtamasi6@microsoft.com,Argentina,4622,green,3.0,Big Mac,Part-time,Male,1,1,1
Smith,Beagley,44,sbeagleyi7@google.ca,Ethiopia,,blue,2.5,McNuggets,Full-time,Male,1,1,0
Merissa,Vedekhov,76,mvedekhovi8@ucoz.ru,Brazil,11250-000,blue,3.1,Quarter Pounder,Full-time,Female,0,1,0
Steffi,Stothard,73,sstothardi9@rakuten.co.jp,China,,blue,5.1,McNuggets,Part-time,Female,0,1,0
Freemon,Lashley,80,flashleyia@google.com.hk,Canada,N8V,blue,4.1,Big Mac,Part-time,Male,1,1,0
Lonni,Piffe,34,lpiffeib@ucoz.ru,Russia,347417,red,6.8,Quarter Pounder,Full-time,Female,0,1,0
Melantha,Schechter,75,mschechteric@geocities.com,Pakistan,67451,green,6.6,Quarter Pounder,Full-time,Female,0,1,0
Jermayne,Fligg,52,jfliggid@yellowbook.com,Russia,346408,red,1.1,Big Mac,Student,Male,1,1,0
Abbe,Borgnet,54,aborgnetie@hp.com,Bangladesh,3562,blue,3.2,Big Mac,Student,Male,1,1,0
Teena,Serrier,40,tserrierif@harvard.edu,Venezuela,,red,6.3,Big Mac,Part-time,Female,0,1,0
Kylila,Curle,18,kcurleig@biblegateway.com,Russia,416372,blue,0.6,McNuggets,Part-time,Female,0,0,1
Siegfried,Scyner,31,sscynerih@mozilla.org,Palestinian Territory,,blue,2.6,Quarter Pounder,Retired,Male,1,1,0
Nickie,Bukac,30,nbukacii@angelfire.com,Belarus,,blue,0.7,McNuggets,Full-time,Female,0,1,1
Tiertza,Cattonnet,56,tcattonnetij@opera.com,Uganda,,blue,6.8,Big Mac,Full-time,Female,0,1,0
Shannan,Henker,46,shenkerik@techcrunch.com,Ukraine,,blue,0.8,Big Mac,Retired,Male,1,1,0
Cleve,Bickardike,35,cbickardikeil@uiuc.edu,Egypt,,blue,3.7,Big Mac,Student,Male,1,1,0
Marysa,Salan,37,msalanim@clickbank.net,Brazil,16300-000,green,5.3,Quarter Pounder,Full-time,Female,0,1,0
Haley,Capey,61,hcapeyin@canalblog.com,Sweden,121 36,red,2.5,Big Mac,Retired,Female,0,1,0
Logan,Drayton,61,ldraytonio@theguardian.com,Russia,238411,red,2.9,Big Mac,Full-time,Male,1,1,0
Leanora,Senchenko,24,lsenchenkoip@squidoo.com,Tuvalu,,red,4.3,Quarter Pounder,Part-time,Female,0,0,1
Briggs,Ends,77,bendsiq@jimdo.com,Philippines,1555,green,4.9,McNuggets,Student,Male,1,1,0
Rowan,Hagart,29,rhagartir@tinypic.com,China,,red,2.5,McNuggets,Full-time,Male,1,0,1
Evangelia,Burlay,83,eburlayis@over-blog.com,Russia,352364,blue,0.6,Big Mac,Part-time,Female,0,1,0
Ax,Burnel,67,aburnelit@naver.com,China,,red,3.3,Quarter Pounder,Retired,Male,1,1,0
Amabelle,Philippsohn,25,aphilippsohniu@ycombinator.com,Mauritius,,red,5.3,McNuggets,Student,Female,0,0,1
Milty,Pounder,63,mpounderiv@alexa.com,China,,blue,4.0,Big Mac,Retired,Male,1,1,0
Sibylle,Stone,29,sstoneiw@i2i.jp,Thailand,20180,red,3.0,Quarter Pounder,Part-time,Female,0,0,1
Pippo,Daw,24,pdawix@netvibes.com,Indonesia,,green,6.7,McNuggets,Full-time,Male,1,0,1
Kenneth,Sawtell,68,ksawtelliy@cafepress.com,Sweden,141 48,green,6.7,Quarter Pounder,Retired,Male,1,1,0
Petronilla,Herries,69,pherriesiz@imdb.com,Ukraine,,green,1.4,Quarter Pounder,Part-time,Female,0,1,0
Claudius,Pughe,61,cpughej0@istockphoto.com,China,,blue,2.3,Big Mac,Student,Male,1,1,0
Elisabet,Romi,24,eromij1@latimes.com,China,,green,0.4,Big Mac,Part-time,Female,0,0,1
Lisabeth,Lark,79,llarkj2@rediff.com,Indonesia,,green,1.5,McNuggets,Retired,Female,0,1,0
Leda,Dillingston,39,ldillingstonj3@irs.gov,Russia,391710,red,4.6,McNuggets,Part-time,Female,0,1,0
Chrissy,Randle,25,crandlej4@quantcast.com,Kazakhstan,,green,4.6,Big Mac,Student,Female,0,0,1
Beatriz,Wooton,51,bwootonj5@zdnet.com,Japan,979-1504,red,6.7,Big Mac,Full-time,Female,0,1,0
Chantalle,Lightwing,50,clightwingj6@kickstarter.com,Croatia,40000,green,1.0,Quarter Pounder,Full-time,Female,0,1,0
Kaine,Voller,69,kvollerj7@xing.com,China,,blue,7.0,McNuggets,Student,Male,1,1,0
Kennett,Livingstone,23,klivingstonej8@reuters.com,Czech Republic,788 20,blue,4.2,McNuggets,Full-time,Male,1,0,1
Jeane,Girardi,26,jgirardij9@hostgator.com,Nigeria,,blue,6.6,McNuggets,Student,Female,0,0,1
Arny,Joint,76,ajointja@google.com.br,Poland,86-055,green,4.6,Quarter Pounder,Full-time,Male,1,1,0
Jilly,Ruddlesden,38,jruddlesdenjb@sohu.com,Russia,665375,green,1.8,Big Mac,Full-time,Female,0,1,0
